jahr,hauptgruppe,untergruppe,thg,thg_agg,emission
1990,Abwasser und Abfall,Abfalldeponie,CO2,CO2eq,0
1991,Abwasser und Abfall,Abfalldeponie,CO2,CO2eq,0
1992,Abwasser und Abfall,Abfalldeponie,CO2,CO2eq,0
1993,Abwasser und Abfall,Abfalldeponie,CO2,CO2eq,0
1994,Abwasser und Abfall,Abfalldeponie,CO2,CO2eq,0
1995,Abwasser und Abfall,Abfalldeponie,CO2,CO2eq,0
1996,Abwasser und Abfall,Abfalldeponie,CO2,CO2eq,0
1997,Abwasser und Abfall,Abfalldeponie,CO2,CO2eq,0
1998,Abwasser und Abfall,Abfalldeponie,CO2,CO2eq,0
1999,Abwasser und Abfall,Abfalldeponie,CO2,CO2eq,0
2000,Abwasser und Abfall,Abfalldeponie,CO2,CO2eq,0
2001,Abwasser und Abfall,Abfalldeponie,CO2,CO2eq,0
2002,Abwasser und Abfall,Abfalldeponie,CO2,CO2eq,0
2003,Abwasser und Abfall,Abfalldeponie,CO2,CO2eq,0
2004,Abwasser und Abfall,Abfalldeponie,CO2,CO2eq,0
2005,Abwasser und Abfall,Abfalldeponie,CO2,CO2eq,0
2006,Abwasser und Abfall,Abfalldeponie,CO2,CO2eq,0
2007,Abwasser und Abfall,Abfalldeponie,CO2,CO2eq,0
2008,Abwasser und Abfall,Abfalldeponie,CO2,CO2eq,0
2009,Abwasser und Abfall,Abfalldeponie,CO2,CO2eq,0
2010,Abwasser und Abfall,Abfalldeponie,CO2,CO2eq,0
2011,Abwasser und Abfall,Abfalldeponie,CO2,CO2eq,0
2012,Abwasser und Abfall,Abfalldeponie,CO2,CO2eq,0
2013,Abwasser und Abfall,Abfalldeponie,CO2,CO2eq,0
2014,Abwasser und Abfall,Abfalldeponie,CO2,CO2eq,0
2015,Abwasser und Abfall,Abfalldeponie,CO2,CO2eq,0
2016,Abwasser und Abfall,Abfalldeponie,CO2,CO2eq,0
2017,Abwasser und Abfall,Abfalldeponie,CO2,CO2eq,0
2018,Abwasser und Abfall,Abfalldeponie,CO2,CO2eq,0
2019,Abwasser und Abfall,Abfalldeponie,CO2,CO2eq,0
2020,Abwasser und Abfall,Abfalldeponie,CO2,CO2eq,0
2021,Abwasser und Abfall,Abfalldeponie,CO2,CO2eq,0
2022,Abwasser und Abfall,Abfalldeponie,CO2,CO2eq,0
1990,Abwasser und Abfall,Abfalldeponie,CH4,CO2eq,61740
1991,Abwasser und Abfall,Abfalldeponie,CH4,CO2eq,54348
1992,Abwasser und Abfall,Abfalldeponie,CH4,CO2eq,54488
1993,Abwasser und Abfall,Abfalldeponie,CH4,CO2eq,50792
1994,Abwasser und Abfall,Abfalldeponie,CH4,CO2eq,46200
1995,Abwasser und Abfall,Abfalldeponie,CH4,CO2eq,46312
1996,Abwasser und Abfall,Abfalldeponie,CH4,CO2eq,45472
1997,Abwasser und Abfall,Abfalldeponie,CH4,CO2eq,44352
1998,Abwasser und Abfall,Abfalldeponie,CH4,CO2eq,43036
1999,Abwasser und Abfall,Abfalldeponie,CH4,CO2eq,42112
2000,Abwasser und Abfall,Abfalldeponie,CH4,CO2eq,42112
2001,Abwasser und Abfall,Abfalldeponie,CH4,CO2eq,43316
2002,Abwasser und Abfall,Abfalldeponie,CH4,CO2eq,44240
2003,Abwasser und Abfall,Abfalldeponie,CH4,CO2eq,42028
2004,Abwasser und Abfall,Abfalldeponie,CH4,CO2eq,43120
2005,Abwasser und Abfall,Abfalldeponie,CH4,CO2eq,42476
2006,Abwasser und Abfall,Abfalldeponie,CH4,CO2eq,42000
2007,Abwasser und Abfall,Abfalldeponie,CH4,CO2eq,40460
2008,Abwasser und Abfall,Abfalldeponie,CH4,CO2eq,38584
2009,Abwasser und Abfall,Abfalldeponie,CH4,CO2eq,36708
2010,Abwasser und Abfall,Abfalldeponie,CH4,CO2eq,35196
2011,Abwasser und Abfall,Abfalldeponie,CH4,CO2eq,33600
2012,Abwasser und Abfall,Abfalldeponie,CH4,CO2eq,32116
2013,Abwasser und Abfall,Abfalldeponie,CH4,CO2eq,30744
2014,Abwasser und Abfall,Abfalldeponie,CH4,CO2eq,29568
2015,Abwasser und Abfall,Abfalldeponie,CH4,CO2eq,28196
2016,Abwasser und Abfall,Abfalldeponie,CH4,CO2eq,26908
2017,Abwasser und Abfall,Abfalldeponie,CH4,CO2eq,25648
2018,Abwasser und Abfall,Abfalldeponie,CH4,CO2eq,24276
2019,Abwasser und Abfall,Abfalldeponie,CH4,CO2eq,22876
2020,Abwasser und Abfall,Abfalldeponie,CH4,CO2eq,21812
2021,Abwasser und Abfall,Abfalldeponie,CH4,CO2eq,20720
2022,Abwasser und Abfall,Abfalldeponie,CH4,CO2eq,19712
1990,Abwasser und Abfall,Abfalldeponie,N2O,CO2eq,0
1991,Abwasser und Abfall,Abfalldeponie,N2O,CO2eq,0
1992,Abwasser und Abfall,Abfalldeponie,N2O,CO2eq,0
1993,Abwasser und Abfall,Abfalldeponie,N2O,CO2eq,0
1994,Abwasser und Abfall,Abfalldeponie,N2O,CO2eq,0
1995,Abwasser und Abfall,Abfalldeponie,N2O,CO2eq,0
1996,Abwasser und Abfall,Abfalldeponie,N2O,CO2eq,0
1997,Abwasser und Abfall,Abfalldeponie,N2O,CO2eq,0
1998,Abwasser und Abfall,Abfalldeponie,N2O,CO2eq,0
1999,Abwasser und Abfall,Abfalldeponie,N2O,CO2eq,0
2000,Abwasser und Abfall,Abfalldeponie,N2O,CO2eq,0
2001,Abwasser und Abfall,Abfalldeponie,N2O,CO2eq,0
2002,Abwasser und Abfall,Abfalldeponie,N2O,CO2eq,0
2003,Abwasser und Abfall,Abfalldeponie,N2O,CO2eq,0
2004,Abwasser und Abfall,Abfalldeponie,N2O,CO2eq,0
2005,Abwasser und Abfall,Abfalldeponie,N2O,CO2eq,0
2006,Abwasser und Abfall,Abfalldeponie,N2O,CO2eq,0
2007,Abwasser und Abfall,Abfalldeponie,N2O,CO2eq,0
2008,Abwasser und Abfall,Abfalldeponie,N2O,CO2eq,0
2009,Abwasser und Abfall,Abfalldeponie,N2O,CO2eq,0
2010,Abwasser und Abfall,Abfalldeponie,N2O,CO2eq,0
2011,Abwasser und Abfall,Abfalldeponie,N2O,CO2eq,0
2012,Abwasser und Abfall,Abfalldeponie,N2O,CO2eq,0
2013,Abwasser und Abfall,Abfalldeponie,N2O,CO2eq,0
2014,Abwasser und Abfall,Abfalldeponie,N2O,CO2eq,0
2015,Abwasser und Abfall,Abfalldeponie,N2O,CO2eq,0
2016,Abwasser und Abfall,Abfalldeponie,N2O,CO2eq,0
2017,Abwasser und Abfall,Abfalldeponie,N2O,CO2eq,0
2018,Abwasser und Abfall,Abfalldeponie,N2O,CO2eq,0
2019,Abwasser und Abfall,Abfalldeponie,N2O,CO2eq,0
2020,Abwasser und Abfall,Abfalldeponie,N2O,CO2eq,0
2021,Abwasser und Abfall,Abfalldeponie,N2O,CO2eq,0
2022,Abwasser und Abfall,Abfalldeponie,N2O,CO2eq,0
1990,Abwasser und Abfall,Abfalldeponie,HFC,CO2eq,0
1991,Abwasser und Abfall,Abfalldeponie,HFC,CO2eq,0
1992,Abwasser und Abfall,Abfalldeponie,HFC,CO2eq,0
1993,Abwasser und Abfall,Abfalldeponie,HFC,CO2eq,0
1994,Abwasser und Abfall,Abfalldeponie,HFC,CO2eq,0
1995,Abwasser und Abfall,Abfalldeponie,HFC,CO2eq,0
1996,Abwasser und Abfall,Abfalldeponie,HFC,CO2eq,0
1997,Abwasser und Abfall,Abfalldeponie,HFC,CO2eq,0
1998,Abwasser und Abfall,Abfalldeponie,HFC,CO2eq,0
1999,Abwasser und Abfall,Abfalldeponie,HFC,CO2eq,0
2000,Abwasser und Abfall,Abfalldeponie,HFC,CO2eq,0
2001,Abwasser und Abfall,Abfalldeponie,HFC,CO2eq,0
2002,Abwasser und Abfall,Abfalldeponie,HFC,CO2eq,0
2003,Abwasser und Abfall,Abfalldeponie,HFC,CO2eq,0
2004,Abwasser und Abfall,Abfalldeponie,HFC,CO2eq,0
2005,Abwasser und Abfall,Abfalldeponie,HFC,CO2eq,0
2006,Abwasser und Abfall,Abfalldeponie,HFC,CO2eq,0
2007,Abwasser und Abfall,Abfalldeponie,HFC,CO2eq,0
2008,Abwasser und Abfall,Abfalldeponie,HFC,CO2eq,0
2009,Abwasser und Abfall,Abfalldeponie,HFC,CO2eq,0
2010,Abwasser und Abfall,Abfalldeponie,HFC,CO2eq,0
2011,Abwasser und Abfall,Abfalldeponie,HFC,CO2eq,0
2012,Abwasser und Abfall,Abfalldeponie,HFC,CO2eq,0
2013,Abwasser und Abfall,Abfalldeponie,HFC,CO2eq,0
2014,Abwasser und Abfall,Abfalldeponie,HFC,CO2eq,0
2015,Abwasser und Abfall,Abfalldeponie,HFC,CO2eq,0
2016,Abwasser und Abfall,Abfalldeponie,HFC,CO2eq,0
2017,Abwasser und Abfall,Abfalldeponie,HFC,CO2eq,0
2018,Abwasser und Abfall,Abfalldeponie,HFC,CO2eq,0
2019,Abwasser und Abfall,Abfalldeponie,HFC,CO2eq,0
2020,Abwasser und Abfall,Abfalldeponie,HFC,CO2eq,0
2021,Abwasser und Abfall,Abfalldeponie,HFC,CO2eq,0
2022,Abwasser und Abfall,Abfalldeponie,HFC,CO2eq,0
1990,Abwasser und Abfall,Abfalldeponie,PFC,CO2eq,0
1991,Abwasser und Abfall,Abfalldeponie,PFC,CO2eq,0
1992,Abwasser und Abfall,Abfalldeponie,PFC,CO2eq,0
1993,Abwasser und Abfall,Abfalldeponie,PFC,CO2eq,0
1994,Abwasser und Abfall,Abfalldeponie,PFC,CO2eq,0
1995,Abwasser und Abfall,Abfalldeponie,PFC,CO2eq,0
1996,Abwasser und Abfall,Abfalldeponie,PFC,CO2eq,0
1997,Abwasser und Abfall,Abfalldeponie,PFC,CO2eq,0
1998,Abwasser und Abfall,Abfalldeponie,PFC,CO2eq,0
1999,Abwasser und Abfall,Abfalldeponie,PFC,CO2eq,0
2000,Abwasser und Abfall,Abfalldeponie,PFC,CO2eq,0
2001,Abwasser und Abfall,Abfalldeponie,PFC,CO2eq,0
2002,Abwasser und Abfall,Abfalldeponie,PFC,CO2eq,0
2003,Abwasser und Abfall,Abfalldeponie,PFC,CO2eq,0
2004,Abwasser und Abfall,Abfalldeponie,PFC,CO2eq,0
2005,Abwasser und Abfall,Abfalldeponie,PFC,CO2eq,0
2006,Abwasser und Abfall,Abfalldeponie,PFC,CO2eq,0
2007,Abwasser und Abfall,Abfalldeponie,PFC,CO2eq,0
2008,Abwasser und Abfall,Abfalldeponie,PFC,CO2eq,0
2009,Abwasser und Abfall,Abfalldeponie,PFC,CO2eq,0
2010,Abwasser und Abfall,Abfalldeponie,PFC,CO2eq,0
2011,Abwasser und Abfall,Abfalldeponie,PFC,CO2eq,0
2012,Abwasser und Abfall,Abfalldeponie,PFC,CO2eq,0
2013,Abwasser und Abfall,Abfalldeponie,PFC,CO2eq,0
2014,Abwasser und Abfall,Abfalldeponie,PFC,CO2eq,0
2015,Abwasser und Abfall,Abfalldeponie,PFC,CO2eq,0
2016,Abwasser und Abfall,Abfalldeponie,PFC,CO2eq,0
2017,Abwasser und Abfall,Abfalldeponie,PFC,CO2eq,0
2018,Abwasser und Abfall,Abfalldeponie,PFC,CO2eq,0
2019,Abwasser und Abfall,Abfalldeponie,PFC,CO2eq,0
2020,Abwasser und Abfall,Abfalldeponie,PFC,CO2eq,0
2021,Abwasser und Abfall,Abfalldeponie,PFC,CO2eq,0
2022,Abwasser und Abfall,Abfalldeponie,PFC,CO2eq,0
1990,Abwasser und Abfall,Abfalldeponie,SF6,CO2eq,0
1991,Abwasser und Abfall,Abfalldeponie,SF6,CO2eq,0
1992,Abwasser und Abfall,Abfalldeponie,SF6,CO2eq,0
1993,Abwasser und Abfall,Abfalldeponie,SF6,CO2eq,0
1994,Abwasser und Abfall,Abfalldeponie,SF6,CO2eq,0
1995,Abwasser und Abfall,Abfalldeponie,SF6,CO2eq,0
1996,Abwasser und Abfall,Abfalldeponie,SF6,CO2eq,0
1997,Abwasser und Abfall,Abfalldeponie,SF6,CO2eq,0
1998,Abwasser und Abfall,Abfalldeponie,SF6,CO2eq,0
1999,Abwasser und Abfall,Abfalldeponie,SF6,CO2eq,0
2000,Abwasser und Abfall,Abfalldeponie,SF6,CO2eq,0
2001,Abwasser und Abfall,Abfalldeponie,SF6,CO2eq,0
2002,Abwasser und Abfall,Abfalldeponie,SF6,CO2eq,0
2003,Abwasser und Abfall,Abfalldeponie,SF6,CO2eq,0
2004,Abwasser und Abfall,Abfalldeponie,SF6,CO2eq,0
2005,Abwasser und Abfall,Abfalldeponie,SF6,CO2eq,0
2006,Abwasser und Abfall,Abfalldeponie,SF6,CO2eq,0
2007,Abwasser und Abfall,Abfalldeponie,SF6,CO2eq,0
2008,Abwasser und Abfall,Abfalldeponie,SF6,CO2eq,0
2009,Abwasser und Abfall,Abfalldeponie,SF6,CO2eq,0
2010,Abwasser und Abfall,Abfalldeponie,SF6,CO2eq,0
2011,Abwasser und Abfall,Abfalldeponie,SF6,CO2eq,0
2012,Abwasser und Abfall,Abfalldeponie,SF6,CO2eq,0
2013,Abwasser und Abfall,Abfalldeponie,SF6,CO2eq,0
2014,Abwasser und Abfall,Abfalldeponie,SF6,CO2eq,0
2015,Abwasser und Abfall,Abfalldeponie,SF6,CO2eq,0
2016,Abwasser und Abfall,Abfalldeponie,SF6,CO2eq,0
2017,Abwasser und Abfall,Abfalldeponie,SF6,CO2eq,0
2018,Abwasser und Abfall,Abfalldeponie,SF6,CO2eq,0
2019,Abwasser und Abfall,Abfalldeponie,SF6,CO2eq,0
2020,Abwasser und Abfall,Abfalldeponie,SF6,CO2eq,0
2021,Abwasser und Abfall,Abfalldeponie,SF6,CO2eq,0
2022,Abwasser und Abfall,Abfalldeponie,SF6,CO2eq,0
1990,Abwasser und Abfall,Abwasserbehandlung,CO2,CO2eq,0
1991,Abwasser und Abfall,Abwasserbehandlung,CO2,CO2eq,0
1992,Abwasser und Abfall,Abwasserbehandlung,CO2,CO2eq,0
1993,Abwasser und Abfall,Abwasserbehandlung,CO2,CO2eq,0
1994,Abwasser und Abfall,Abwasserbehandlung,CO2,CO2eq,0
1995,Abwasser und Abfall,Abwasserbehandlung,CO2,CO2eq,0
1996,Abwasser und Abfall,Abwasserbehandlung,CO2,CO2eq,0
1997,Abwasser und Abfall,Abwasserbehandlung,CO2,CO2eq,0
1998,Abwasser und Abfall,Abwasserbehandlung,CO2,CO2eq,0
1999,Abwasser und Abfall,Abwasserbehandlung,CO2,CO2eq,0
2000,Abwasser und Abfall,Abwasserbehandlung,CO2,CO2eq,0
2001,Abwasser und Abfall,Abwasserbehandlung,CO2,CO2eq,0
2002,Abwasser und Abfall,Abwasserbehandlung,CO2,CO2eq,0
2003,Abwasser und Abfall,Abwasserbehandlung,CO2,CO2eq,0
2004,Abwasser und Abfall,Abwasserbehandlung,CO2,CO2eq,0
2005,Abwasser und Abfall,Abwasserbehandlung,CO2,CO2eq,0
2006,Abwasser und Abfall,Abwasserbehandlung,CO2,CO2eq,0
2007,Abwasser und Abfall,Abwasserbehandlung,CO2,CO2eq,0
2008,Abwasser und Abfall,Abwasserbehandlung,CO2,CO2eq,0
2009,Abwasser und Abfall,Abwasserbehandlung,CO2,CO2eq,0
2010,Abwasser und Abfall,Abwasserbehandlung,CO2,CO2eq,0
2011,Abwasser und Abfall,Abwasserbehandlung,CO2,CO2eq,0
2012,Abwasser und Abfall,Abwasserbehandlung,CO2,CO2eq,0
2013,Abwasser und Abfall,Abwasserbehandlung,CO2,CO2eq,0
2014,Abwasser und Abfall,Abwasserbehandlung,CO2,CO2eq,0
2015,Abwasser und Abfall,Abwasserbehandlung,CO2,CO2eq,0
2016,Abwasser und Abfall,Abwasserbehandlung,CO2,CO2eq,0
2017,Abwasser und Abfall,Abwasserbehandlung,CO2,CO2eq,0
2018,Abwasser und Abfall,Abwasserbehandlung,CO2,CO2eq,0
2019,Abwasser und Abfall,Abwasserbehandlung,CO2,CO2eq,0
2020,Abwasser und Abfall,Abwasserbehandlung,CO2,CO2eq,0
2021,Abwasser und Abfall,Abwasserbehandlung,CO2,CO2eq,0
2022,Abwasser und Abfall,Abwasserbehandlung,CO2,CO2eq,0
1990,Abwasser und Abfall,Abwasserbehandlung,CH4,CO2eq,35637.289375491615
1991,Abwasser und Abfall,Abwasserbehandlung,CH4,CO2eq,34171.26894150438
1992,Abwasser und Abfall,Abwasserbehandlung,CH4,CO2eq,33888.311217321934
1993,Abwasser und Abfall,Abwasserbehandlung,CH4,CO2eq,33481.640623136285
1994,Abwasser und Abfall,Abwasserbehandlung,CH4,CO2eq,32383.435692414107
1995,Abwasser und Abfall,Abwasserbehandlung,CH4,CO2eq,31710.8186402216
1996,Abwasser und Abfall,Abwasserbehandlung,CH4,CO2eq,31584.165629458126
1997,Abwasser und Abfall,Abwasserbehandlung,CH4,CO2eq,31057.289507909984
1998,Abwasser und Abfall,Abwasserbehandlung,CH4,CO2eq,30486.20540593584
1999,Abwasser und Abfall,Abwasserbehandlung,CH4,CO2eq,30362.930054860022
2000,Abwasser und Abfall,Abwasserbehandlung,CH4,CO2eq,30397.627602308756
2001,Abwasser und Abfall,Abwasserbehandlung,CH4,CO2eq,30241.898932427554
2002,Abwasser und Abfall,Abwasserbehandlung,CH4,CO2eq,30290.25329581768
2003,Abwasser und Abfall,Abwasserbehandlung,CH4,CO2eq,30273.650818872193
2004,Abwasser und Abfall,Abwasserbehandlung,CH4,CO2eq,30086.22021065334
2005,Abwasser und Abfall,Abwasserbehandlung,CH4,CO2eq,30139.25367443702
2006,Abwasser und Abfall,Abwasserbehandlung,CH4,CO2eq,30493.283523804457
2007,Abwasser und Abfall,Abwasserbehandlung,CH4,CO2eq,30586.05555255696
2008,Abwasser und Abfall,Abwasserbehandlung,CH4,CO2eq,31091.534711187745
2009,Abwasser und Abfall,Abwasserbehandlung,CH4,CO2eq,31570.857076443775
2010,Abwasser und Abfall,Abwasserbehandlung,CH4,CO2eq,32682.73640245515
2011,Abwasser und Abfall,Abwasserbehandlung,CH4,CO2eq,33170.69659967732
2012,Abwasser und Abfall,Abwasserbehandlung,CH4,CO2eq,33391.84562283028
2013,Abwasser und Abfall,Abwasserbehandlung,CH4,CO2eq,34010.29722865207
2014,Abwasser und Abfall,Abwasserbehandlung,CH4,CO2eq,34936.46585175344
2015,Abwasser und Abfall,Abwasserbehandlung,CH4,CO2eq,35659.184605609764
2016,Abwasser und Abfall,Abwasserbehandlung,CH4,CO2eq,36506.42678912051
2017,Abwasser und Abfall,Abwasserbehandlung,CH4,CO2eq,37241.42604382535
2018,Abwasser und Abfall,Abwasserbehandlung,CH4,CO2eq,37809.543311092115
2019,Abwasser und Abfall,Abwasserbehandlung,CH4,CO2eq,38383.601271282605
2020,Abwasser und Abfall,Abwasserbehandlung,CH4,CO2eq,38658.08857029989
2021,Abwasser und Abfall,Abwasserbehandlung,CH4,CO2eq,38853.698223010935
2022,Abwasser und Abfall,Abwasserbehandlung,CH4,CO2eq,38892.86284185818
1990,Abwasser und Abfall,Abwasserbehandlung,N2O,CO2eq,183120.86982975417
1991,Abwasser und Abfall,Abwasserbehandlung,N2O,CO2eq,177699.64188029405
1992,Abwasser und Abfall,Abwasserbehandlung,N2O,CO2eq,174914.51857745176
1993,Abwasser und Abfall,Abwasserbehandlung,N2O,CO2eq,171565.77662761573
1994,Abwasser und Abfall,Abwasserbehandlung,N2O,CO2eq,168044.1616881339
1995,Abwasser und Abfall,Abwasserbehandlung,N2O,CO2eq,164695.6556055243
1996,Abwasser und Abfall,Abwasserbehandlung,N2O,CO2eq,161461.19838353593
1997,Abwasser und Abfall,Abwasserbehandlung,N2O,CO2eq,157238.8743862175
1998,Abwasser und Abfall,Abwasserbehandlung,N2O,CO2eq,152752.8413273518
1999,Abwasser und Abfall,Abwasserbehandlung,N2O,CO2eq,148639.110746618
2000,Abwasser und Abfall,Abwasserbehandlung,N2O,CO2eq,145278.51586900753
2001,Abwasser und Abfall,Abwasserbehandlung,N2O,CO2eq,141715.5732239204
2002,Abwasser und Abfall,Abwasserbehandlung,N2O,CO2eq,138970.6338117384
2003,Abwasser und Abfall,Abwasserbehandlung,N2O,CO2eq,135887.12652343794
2004,Abwasser und Abfall,Abwasserbehandlung,N2O,CO2eq,132049.72321766306
2005,Abwasser und Abfall,Abwasserbehandlung,N2O,CO2eq,128593.96659125156
2006,Abwasser und Abfall,Abwasserbehandlung,N2O,CO2eq,124910.19661099168
2007,Abwasser und Abfall,Abwasserbehandlung,N2O,CO2eq,121030.39700648208
2008,Abwasser und Abfall,Abwasserbehandlung,N2O,CO2eq,118338.84301400626
2009,Abwasser und Abfall,Abwasserbehandlung,N2O,CO2eq,116039.55555432384
2010,Abwasser und Abfall,Abwasserbehandlung,N2O,CO2eq,114692.50023149782
2011,Abwasser und Abfall,Abwasserbehandlung,N2O,CO2eq,113312.00782052892
2012,Abwasser und Abfall,Abwasserbehandlung,N2O,CO2eq,111646.0985179558
2013,Abwasser und Abfall,Abwasserbehandlung,N2O,CO2eq,109884.77247196724
2014,Abwasser und Abfall,Abwasserbehandlung,N2O,CO2eq,108523.87008403036
2015,Abwasser und Abfall,Abwasserbehandlung,N2O,CO2eq,107078.84505966598
2016,Abwasser und Abfall,Abwasserbehandlung,N2O,CO2eq,105630.088429298
2017,Abwasser und Abfall,Abwasserbehandlung,N2O,CO2eq,103970.57576292822
2018,Abwasser und Abfall,Abwasserbehandlung,N2O,CO2eq,102138.71212174978
2019,Abwasser und Abfall,Abwasserbehandlung,N2O,CO2eq,100365.95329755484
2020,Abwasser und Abfall,Abwasserbehandlung,N2O,CO2eq,98291.02391139012
2021,Abwasser und Abfall,Abwasserbehandlung,N2O,CO2eq,95375.726215849
2022,Abwasser und Abfall,Abwasserbehandlung,N2O,CO2eq,95471.86517135028
1990,Abwasser und Abfall,Abwasserbehandlung,HFC,CO2eq,0
1991,Abwasser und Abfall,Abwasserbehandlung,HFC,CO2eq,0
1992,Abwasser und Abfall,Abwasserbehandlung,HFC,CO2eq,0
1993,Abwasser und Abfall,Abwasserbehandlung,HFC,CO2eq,0
1994,Abwasser und Abfall,Abwasserbehandlung,HFC,CO2eq,0
1995,Abwasser und Abfall,Abwasserbehandlung,HFC,CO2eq,0
1996,Abwasser und Abfall,Abwasserbehandlung,HFC,CO2eq,0
1997,Abwasser und Abfall,Abwasserbehandlung,HFC,CO2eq,0
1998,Abwasser und Abfall,Abwasserbehandlung,HFC,CO2eq,0
1999,Abwasser und Abfall,Abwasserbehandlung,HFC,CO2eq,0
2000,Abwasser und Abfall,Abwasserbehandlung,HFC,CO2eq,0
2001,Abwasser und Abfall,Abwasserbehandlung,HFC,CO2eq,0
2002,Abwasser und Abfall,Abwasserbehandlung,HFC,CO2eq,0
2003,Abwasser und Abfall,Abwasserbehandlung,HFC,CO2eq,0
2004,Abwasser und Abfall,Abwasserbehandlung,HFC,CO2eq,0
2005,Abwasser und Abfall,Abwasserbehandlung,HFC,CO2eq,0
2006,Abwasser und Abfall,Abwasserbehandlung,HFC,CO2eq,0
2007,Abwasser und Abfall,Abwasserbehandlung,HFC,CO2eq,0
2008,Abwasser und Abfall,Abwasserbehandlung,HFC,CO2eq,0
2009,Abwasser und Abfall,Abwasserbehandlung,HFC,CO2eq,0
2010,Abwasser und Abfall,Abwasserbehandlung,HFC,CO2eq,0
2011,Abwasser und Abfall,Abwasserbehandlung,HFC,CO2eq,0
2012,Abwasser und Abfall,Abwasserbehandlung,HFC,CO2eq,0
2013,Abwasser und Abfall,Abwasserbehandlung,HFC,CO2eq,0
2014,Abwasser und Abfall,Abwasserbehandlung,HFC,CO2eq,0
2015,Abwasser und Abfall,Abwasserbehandlung,HFC,CO2eq,0
2016,Abwasser und Abfall,Abwasserbehandlung,HFC,CO2eq,0
2017,Abwasser und Abfall,Abwasserbehandlung,HFC,CO2eq,0
2018,Abwasser und Abfall,Abwasserbehandlung,HFC,CO2eq,0
2019,Abwasser und Abfall,Abwasserbehandlung,HFC,CO2eq,0
2020,Abwasser und Abfall,Abwasserbehandlung,HFC,CO2eq,0
2021,Abwasser und Abfall,Abwasserbehandlung,HFC,CO2eq,0
2022,Abwasser und Abfall,Abwasserbehandlung,HFC,CO2eq,0
1990,Abwasser und Abfall,Abwasserbehandlung,PFC,CO2eq,0
1991,Abwasser und Abfall,Abwasserbehandlung,PFC,CO2eq,0
1992,Abwasser und Abfall,Abwasserbehandlung,PFC,CO2eq,0
1993,Abwasser und Abfall,Abwasserbehandlung,PFC,CO2eq,0
1994,Abwasser und Abfall,Abwasserbehandlung,PFC,CO2eq,0
1995,Abwasser und Abfall,Abwasserbehandlung,PFC,CO2eq,0
1996,Abwasser und Abfall,Abwasserbehandlung,PFC,CO2eq,0
1997,Abwasser und Abfall,Abwasserbehandlung,PFC,CO2eq,0
1998,Abwasser und Abfall,Abwasserbehandlung,PFC,CO2eq,0
1999,Abwasser und Abfall,Abwasserbehandlung,PFC,CO2eq,0
2000,Abwasser und Abfall,Abwasserbehandlung,PFC,CO2eq,0
2001,Abwasser und Abfall,Abwasserbehandlung,PFC,CO2eq,0
2002,Abwasser und Abfall,Abwasserbehandlung,PFC,CO2eq,0
2003,Abwasser und Abfall,Abwasserbehandlung,PFC,CO2eq,0
2004,Abwasser und Abfall,Abwasserbehandlung,PFC,CO2eq,0
2005,Abwasser und Abfall,Abwasserbehandlung,PFC,CO2eq,0
2006,Abwasser und Abfall,Abwasserbehandlung,PFC,CO2eq,0
2007,Abwasser und Abfall,Abwasserbehandlung,PFC,CO2eq,0
2008,Abwasser und Abfall,Abwasserbehandlung,PFC,CO2eq,0
2009,Abwasser und Abfall,Abwasserbehandlung,PFC,CO2eq,0
2010,Abwasser und Abfall,Abwasserbehandlung,PFC,CO2eq,0
2011,Abwasser und Abfall,Abwasserbehandlung,PFC,CO2eq,0
2012,Abwasser und Abfall,Abwasserbehandlung,PFC,CO2eq,0
2013,Abwasser und Abfall,Abwasserbehandlung,PFC,CO2eq,0
2014,Abwasser und Abfall,Abwasserbehandlung,PFC,CO2eq,0
2015,Abwasser und Abfall,Abwasserbehandlung,PFC,CO2eq,0
2016,Abwasser und Abfall,Abwasserbehandlung,PFC,CO2eq,0
2017,Abwasser und Abfall,Abwasserbehandlung,PFC,CO2eq,0
2018,Abwasser und Abfall,Abwasserbehandlung,PFC,CO2eq,0
2019,Abwasser und Abfall,Abwasserbehandlung,PFC,CO2eq,0
2020,Abwasser und Abfall,Abwasserbehandlung,PFC,CO2eq,0
2021,Abwasser und Abfall,Abwasserbehandlung,PFC,CO2eq,0
2022,Abwasser und Abfall,Abwasserbehandlung,PFC,CO2eq,0
1990,Abwasser und Abfall,Abwasserbehandlung,SF6,CO2eq,0
1991,Abwasser und Abfall,Abwasserbehandlung,SF6,CO2eq,0
1992,Abwasser und Abfall,Abwasserbehandlung,SF6,CO2eq,0
1993,Abwasser und Abfall,Abwasserbehandlung,SF6,CO2eq,0
1994,Abwasser und Abfall,Abwasserbehandlung,SF6,CO2eq,0
1995,Abwasser und Abfall,Abwasserbehandlung,SF6,CO2eq,0
1996,Abwasser und Abfall,Abwasserbehandlung,SF6,CO2eq,0
1997,Abwasser und Abfall,Abwasserbehandlung,SF6,CO2eq,0
1998,Abwasser und Abfall,Abwasserbehandlung,SF6,CO2eq,0
1999,Abwasser und Abfall,Abwasserbehandlung,SF6,CO2eq,0
2000,Abwasser und Abfall,Abwasserbehandlung,SF6,CO2eq,0
2001,Abwasser und Abfall,Abwasserbehandlung,SF6,CO2eq,0
2002,Abwasser und Abfall,Abwasserbehandlung,SF6,CO2eq,0
